Keyword,Mã HS,Dòng SP,Loại,Lớp 1,Lớp 2,Cluster_ID
"thủy tinh, trang trí, chất liệu thủy, tinh kích thước, động chất liệu, kích thước 62x20, trí camera điện, thước 62x20 70x57, di động chất, camera điện thoại, điện thoại di, thoại di động, viền trang, tinh nền đĩa, tinh rỗng chứa",70200090,SP THỦY TINH,NC,Sản phẩm thủy tinh khác,Ly Thủy Tinh,40
"thủy tinh, trang trí, chất liệu thủy, tinh kích thước, động chất liệu, kích thước 62x20, trí camera điện, thước 62x20 70x57, di động chất, camera điện thoại, điện thoại di, thoại di động, viền trang, tinh nền đĩa, tinh rỗng chứa",70200090,SP THỦY TINH,NC,Sản phẩm thủy tinh khác,Miếng Thủy Tinh,49
"thủy tinh, trang trí, chất liệu thủy, tinh kích thước, động chất liệu, kích thước 62x20, trí camera điện, thước 62x20 70x57, di động chất, camera điện thoại, điện thoại di, thoại di động, viền trang, tinh nền đĩa, tinh rỗng chứa",70200090,SP THỦY TINH,NC,Sản phẩm thủy tinh khác,Bể Cá Thủy Tinh,65
"cường lực tủ, lạnh tủ mát, tủ lạnh tủ, mát công nghiệp, lực tủ lạnh, tủ mát công, nhãn hiệu xinghang, kính cường lực, nghiệp kích thước, công nghiệp kích, xuất lito technology, sản xuất lito, inch hãng sản, hình máy tính, máy tính bảng",70200090,SP THỦY TINH,NC,Sản phẩm thủy tinh khác,Dán Cường Lực,66
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, áp 220v, đun siêu, ấm siêu, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,[OUTLIER] đun nước dung,-1
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,LK,Ấm đun nước điện,Ấm Đun Nước Nhựa,5
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, áp 220v, đun siêu, ấm siêu, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,LK,Ấm đun nước điện,Ấm Đun Nước Thủy Tinh,1
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, ấm siêu, đun siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Ấm Đun Nước Siêu Tốc Màu,12
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Ấm Đun Nước Toán,8
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, ấm siêu, đun siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Ấm Đun Nước Siêu Tốc,0
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Ấm Đun Nước Dây Nguồn,6
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, ấm siêu, áp 220v, đun siêu, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Bình Đun Siêu Tốc,3
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Ấm Đun Nước Công Suất,4
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, ấm siêu, áp 220v, đun siêu, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Bình Đun Siêu Tốc Thủy,11
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,LK,Ấm đun nước điện,Ấm Đun Nước Cầm Tay,2
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Ấm Đun Nước Thép,9
"kettle xiaomi, ấm xiaomi, áp 200 240v, xiaomi mjjysh01 no, mjjysh01 no bhr9107eu, no bhr9107eu cs, kettle pro xiaomi, xiaomi smart kettle, cs 1800w áp, pro xiaomi mjjysh01, smart kettle pro, bhr9107eu cs 1800w, bhr9118eu cs 800w, xiaomi mjdgnysh04dem no, cs 800w áp",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Bình Thủy Điện,10
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Ấm Đun Nước Jvd,15
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, đun siêu, ấm siêu, áp 220v, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,LK,Ấm đun nước điện,Ấm Đun Nước Uống,7
"ấm đun nước, siêu tốc, dung tích, công suất, nhãn hiệu, điện áp, đun nước siêu, suất 1500w, đun nước dùng, tốc nhãn, ấm siêu, áp 220v, đun siêu, nước dùng ấm, áp 220 240v",85167910,SP THIẾT BỊ ĐIỆN GIA DỤNG,NC,Ấm đun nước điện,Bình Đun Siêu Tốc Công Suất,16
"đèn, pha gắn kín, sáng xe sân, golf chỗ điện, điện áp 48v, suất 5w kích, áp 48v công, công suất 5w, chiếu sáng xe, thước 300 130, xe sân golf, sân golf chỗ, kích thước 300, chỗ điện áp, xe trượt",85391010,SP ĐÈN/BÓNG ĐÈN,NC,Đèn pha gắn kín — dùng cho xe có động cơ,[OUTLIER] đèn pha gắn,-1
"đèn, pha gắn kín, sáng xe sân, golf chỗ điện, điện áp 48v, suất 5w kích, áp 48v công, công suất 5w, chiếu sáng xe, thước 300 130, xe sân golf, sân golf chỗ, kích thước 300, chỗ điện áp, xe trượt",85391010,SP ĐÈN/BÓNG ĐÈN,NC,Đèn pha gắn kín — dùng cho xe có động cơ,Đèn Chiếu Sáng,0
"đèn, pha gắn kín, sáng xe sân, golf chỗ điện, điện áp 48v, suất 5w kích, áp 48v công, công suất 5w, chiếu sáng xe, thước 300 130, xe sân golf, sân golf chỗ, kích thước 300, chỗ điện áp, xe trượt",85391010,SP ĐÈN/BÓNG ĐÈN,NC,Đèn pha gắn kín — dùng cho xe có động cơ,Đèn Gắn Kín,2
"đèn, pha gắn kín, sáng xe sân, golf chỗ điện, điện áp 48v, suất 5w kích, áp 48v công, công suất 5w, chiếu sáng xe, thước 300 130, xe sân golf, sân golf chỗ, kích thước 300, chỗ điện áp, xe trượt",85391010,SP ĐÈN/BÓNG ĐÈN,NC,Đèn pha gắn kín — dùng cho xe có động cơ,Chóa Đèn Xe,1
"bóng đèn led, đèn led ô, nối bóng đèn, led ô tô, ô tô 35843, ô tô 35842, ô tô 49505, tô 49505 1215, tô 35843 1215, tô 35843 1235, tô 35842 1305, bóng đèn dây, đèn phóng điện, ngành hàng không, hoặc bóng đèn",85391090,SP ĐÈN/BÓNG ĐÈN,NC,Đèn pha gắn kín — loại khác,Đầu Nối Bóng,0
"đèn, led ô tô, nối bóng, pha, ô tô 35843, máy, phụ tùng, bộ phận, tùng đồng bộ, kéo nông nghiệp, gắn kín, ô tô 35842, xe nâng, xúc, xuất xứ thái",85391090,SP ĐÈN/BÓNG ĐÈN,LK,Đèn pha gắn kín — loại khác,[OUTLIER] đèn pha nâng,-1
"đèn, led ô tô, nối bóng, pha, ô tô 35843, máy, phụ tùng, bộ phận, tùng đồng bộ, kéo nông nghiệp, gắn kín, ô tô 35842, xe nâng, xúc, xuất xứ thái",85391090,SP ĐÈN/BÓNG ĐÈN,NC,Đèn pha gắn kín — loại khác,Đèn Máy Xúc,1
"máy, đèn đèn pha, phụ tùng, bộ phận, tùng đồng bộ, kéo nông nghiệp, xúc, xuất xứ thái, nông nghiệp đèn, xứ thái lan, đèn pha gắn, pha gắn kín, đào, nghiệp đèn pha, cày",85391090,SP ĐÈN/BÓNG ĐÈN,LK,Đèn pha gắn kín — loại khác,Phụ Tùng Máy Cày,2
"đèn, led ô tô, nối bóng, pha, ô tô 35843, máy, phụ tùng, bộ phận, tùng đồng bộ, kéo nông nghiệp, gắn kín, ô tô 35842, xe nâng, xúc, xuất xứ thái",85391090,SP ĐÈN/BÓNG ĐÈN,NC,Đèn pha gắn kín — loại khác,Đèn Chụp Bán Cầu,3
"bóng đèn, đèn halogen, xét nghiệm, máy, lamp, sinh, y tế, đèn ha lo, hóa, vonfram, assy, tự động, hãng, ha lo gien, hệ thống",85392120,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — thiết bị y tế,[OUTLIER] đèn halogen bóng,-1
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Cụm Tín Hiệu,1
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,[OUTLIER] đèn bóng halogen,-1
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Gầm Xe,9
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Xe Chở Người,8
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Hậu Xe,2
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Ha Lô Gen,7
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Xe Nâng,5
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Bóng Đèn Xe,6
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Xe Du Lịch,0
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Công Suất,3
"bóng đèn, phụ tùng, ha lo gien, tùng xe, ô tô, lo gien phụ, chỗ, đèn halogen, đèn cụm đèn, xe ô, mspt, đèn pha, công suất, kia, nhãn hiệu",85392130,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn ha-lo-gien vonfram — xe có động cơ,Đèn Xe Đầu Kéo,4
"bóng đèn, phản xạ, đèn halogen, linh kiện sản, lò nướng integrated, xuất lò nướng, kiện sản xuất, sản xuất lò, nướng integrated lamp, halogen phản, ánh sáng 120v, xạ ánh sáng, sáng 120v 25w, đèn phản, hãng foss",85392140,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — phản xạ,[OUTLIER] đèn halogen bóng,-1
"bóng đèn, phản xạ, đèn halogen, linh kiện sản, lò nướng integrated, xuất lò nướng, kiện sản xuất, sản xuất lò, nướng integrated lamp, halogen phản, ánh sáng 120v, xạ ánh sáng, sáng 120v 25w, đèn phản, hãng foss",85392140,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — phản xạ,Đèn Halogen,0
"đèn, bóng, halogen, công suất, điện áp, truyền nhiệt, máy, hallogen bảng công, suất 10w điện, gienvôn fram thiết, ha lo gienvôn, lo gienvôn fram, áp 220v, chiếu, kt 15 15",85392190,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn ha-lo-gien vonfram — loại khác,[OUTLIER] đèn bóng halogen,-1
"đèn, halogen, bóng, công suất, điện áp, truyền nhiệt, hallogen bảng công, suất 10w điện, máy, áp 220v, item no, fsl autotech, hclight auto, dr30d0l, sản xuất",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Truyền Nhiệt,1
"đèn, bóng, halogen, công suất, điện áp, truyền nhiệt, máy, hallogen bảng công, suất 10w điện, gienvôn fram thiết, ha lo gienvôn, lo gienvôn fram, áp 220v, chiếu, kt 15 15",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Bóng Đèn Bảng,2
"đèn, halogen, bóng, công suất, điện áp, truyền nhiệt, hallogen bảng công, suất 10w điện, máy, áp 220v, item no, fsl autotech, hclight auto, dr30d0l, sản xuất",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Xe Hơi,9
"đèn, bóng, halogen, công suất, điện áp, truyền nhiệt, máy, hallogen bảng công, suất 10w điện, gienvôn fram thiết, ha lo gienvôn, lo gienvôn fram, áp 220v, chiếu, kt 15 15",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Bóng Đèn Bán Thành Phẩm,5
"đèn, halogen, bóng, công suất, điện áp, truyền nhiệt, hallogen bảng công, suất 10w điện, máy, áp 220v, item no, fsl autotech, hclight auto, dr30d0l, sản xuất",85392190,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Nướng,0
"đèn, halogen, bóng, công suất, điện áp, truyền nhiệt, hallogen bảng công, suất 10w điện, máy, áp 220v, item no, fsl autotech, hclight auto, dr30d0l, sản xuất",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Tóc Xe,10
"đèn, bóng, halogen, công suất, điện áp, truyền nhiệt, máy, hallogen bảng công, suất 10w điện, gienvôn fram thiết, ha lo gienvôn, lo gienvôn fram, áp 220v, chiếu, kt 15 15",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Bóng Đèn Jfr,16
"đèn, bóng, halogen, công suất, điện áp, truyền nhiệt, máy, hallogen bảng công, suất 10w điện, gienvôn fram thiết, ha lo gienvôn, lo gienvôn fram, áp 220v, chiếu, kt 15 15",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Bóng Đèn Halogen,15
"đèn, bóng, halogen, công suất, điện áp, truyền nhiệt, máy, hallogen bảng công, suất 10w điện, gienvôn fram thiết, ha lo gienvôn, lo gienvôn fram, áp 220v, chiếu, kt 15 15",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Chiếu Phim,6
"đèn, halogen, bóng, công suất, điện áp, truyền nhiệt, hallogen bảng công, suất 10w điện, máy, áp 220v, item no, fsl autotech, hclight auto, dr30d0l, sản xuất",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Báo Tàu Thủy,3
"đèn, halogen, bóng, công suất, điện áp, truyền nhiệt, hallogen bảng công, suất 10w điện, máy, áp 220v, item no, fsl autotech, hclight auto, dr30d0l, sản xuất",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Cao Tần,8
"đèn, halogen, bóng, công suất, điện áp, truyền nhiệt, hallogen bảng công, suất 10w điện, máy, áp 220v, item no, fsl autotech, hclight auto, dr30d0l, sản xuất",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Động,11
"đèn, bóng, halogen, công suất, điện áp, truyền nhiệt, máy, hallogen bảng công, suất 10w điện, gienvôn fram thiết, ha lo gienvôn, lo gienvôn fram, áp 220v, chiếu, kt 15 15",85392190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn ha-lo-gien vonfram — loại khác,Đèn Máy Chiếu,13
